,CAMIS,DBA,fetched_restaurant,similarity_index,error_code,record_time
0,50057253.0,CHAMPIGNON CAFE,Champignon,80.0,,2018-11-18 19:11:11.410036
0,50048433.0,FLUFFY'S CAFE & PIZZERIA,Fluffy’s Cafe & Pizzeria,96.0,,2018-11-18 19:12:24.698877
0,40513184.0,ACE BAR,Ace Bar,100.0,,2018-11-18 19:13:33.326522
0,50003078.0,THE ROOF,The Roof,100.0,,2018-11-18 19:14:44.275206
0,50016770.0,THE MILTON,The Milton,100.0,,2018-11-18 19:15:50.545174
0,50000803.0,LE PAIN QUOTIDIEN,Le Pain Quotidien,100.0,,2018-11-18 19:17:46.534099
0,41571350.0,THE MET GRILL/DOUBLE TREE HOTEL,The Roosevelt Hotel,56.0,,2018-11-18 19:18:54.432485
0,50001807.0,MONARCH,Monarch Rooftop,64.0,,2018-11-18 19:20:11.525917
0,40603807.0,JOSHUA TREE,Joshua Tree,100.0,,2018-11-18 19:21:26.744423
0,41721673.0,CRAZY ANNIE'S,Crazy Annie’s,92.0,,2018-11-18 19:22:36.946972
0,41523650.0,NEW YORK YACHT CLUB,New York Yacht Club,100.0,,2018-11-18 19:22:57.672324
0,41298603.0,THE SMITH,The Smith,100.0,,2018-11-18 19:24:25.457901
0,50072059.0,DIG INN,Dig Inn,100.0,,2018-11-18 19:25:00.828553
0,41543887.0,BEAUTY AND ESSEX,Beauty & Essex,87.0,,2018-11-18 19:26:18.315502
0,40522190.0,KINGS CARRIAGE HOUSE,Kings’ Carriage House,98.0,,2018-11-18 19:27:31.496044
0,41649130.0,THE SMITH,The Smith,100.0,,2018-11-18 19:28:34.425996
0,50043978.0,KINGSLEY,Kingsley,100.0,,2018-11-18 19:29:22.351914
0,40398578.0,DYCKMAN BAR,Dyckman Bar,100.0,,2018-11-18 19:30:06.617444
0,41305085.0,HEWITT DINING HALL BARNARD COLLEGE CAFETERIA,,,-2.0
0,40715372.0,HENRY'S,Henry’s,86.0,,2018-11-18 19:31:35.513382
0,41322152.0,1 2 3 BURGER SHOT BEER,123 Burger Shot Beer,95.0,,2018-11-18 19:32:51.345822
0,50013284.0,SOHO ROOM,SoHo Room,100.0,,2018-11-18 19:33:55.135546
0,50036199.0,NOMO SOHO,NOMO SOHO,100.0,,2018-11-18 19:35:03.310174
0,40603807.0,JOSHUA TREE,Joshua Tree,100.0,,2018-11-18 19:36:26.329187
0,50034739.0,ELLINGTON IN THE PARK,Ellington in the Park,100.0,,2018-11-18 19:37:06.049844
0,40396532.0,METRO DINER,Metro Diner,100.0,,2018-11-18 19:38:21.567031
0,41443726.0,MCKENNA'S PUB,McKenna’s Pub,92.0,,2018-11-18 19:39:35.696772
0,50063834.0,AVIATOR GRILL AT INTREPID,Vinegar Hill House,47.0,,2018-11-18 19:40:56.726071
0,41249167.0,UNCLE CHARLIE,Uncle Charlie’s,93.0,,2018-11-18 19:41:30.235104
0,50057332.0,ANTICA,Antica Pesa,71.0,,2018-11-18 19:42:49.684587
0,41348712.0,THE CORE CLUB,CORE: Club,78.0,,2018-11-18 19:43:12.296468
0,50050961.0,UNION FARE,Union Fare Restaurant - CLOSED,50.0,,2018-11-18 19:44:38.621724
0,41171815.0,G'S CANDY STORE COFFEE SHOP,G’s Coffee Shop,67.0,,2018-11-18 19:45:08.002523
0,41576836.0,MADISON DELI,Madison Deli,100.0,,2018-11-18 19:45:25.328498
0,50007126.0,SANDWICHERIE OF NEW YORK,Sandwicherie of New York,100.0,,2018-11-18 19:46:21.195714
0,50049008.0,TABLETIME,Tabletime,100.0,,2018-11-18 19:46:49.434435
0,40362098.0,HARRIET'S KITCHEN,Harriet’s Kitchen,94.0,,2018-11-18 19:47:46.833533
0,50013823.0,MAX FISH,Max Fish,100.0,,2018-11-18 19:48:28.471417
0,41066767.0,DALTON'S BAR & GRILL,Dalton’s Bar & Grill,95.0,,2018-11-18 19:49:35.909908
0,40660748.0,ALTA,Alta,100.0,,2018-11-18 19:50:54.865118
0,50056770.0,ESSEN,Essen,100.0,,2018-11-18 19:51:38.488468
0,41639573.0,CORNER SOCIAL,Corner Social,100.0,,2018-11-18 19:53:14.561260
0,50000880.0,PARKER & QUINN,Parker & Quinn,100.0,,2018-11-18 19:54:21.873303
0,50053557.0,LENWICH,Lenwich,100.0,,2018-11-18 19:54:47.364961
0,40835721.0,IRVING FARM,Irving Farm New York,71.0,,2018-11-18 19:55:58.625836
0,50078482.0,AU JUS,Au Jus,100.0,,2018-11-18 19:57:11.396397
0,41202176.0,TED'S MONTANA GRILL,Ted’s Montana Grill - New York,73.0,,2018-11-18 19:58:03.792446
0,50008145.0,MIGHTY QUINN'S BBQ,,,-2.0
0,40550666.0,LITE DELIGHTS,,,-2.0
0,41454101.0,FRESCO 57,,,-2.0
0,40378874.0,TERRA BLUES,,,-2.0
0,40572098.0,THE SPRING LOUNGE,,,-2.0
0,50043879.0,VANDAL,,,-2.0
0,40365871.0,NEARY'S PUB,,,-2.0
0,40723644.0,TEN DEGREES,,,-2.0
0,40732696.0,GIACOMO FINE FOODS,,,-2.0
0,41538728.0,BOWLMOR LANE,,,-2.0
0,41390998.0,CAFE OLYMPIA,,,-2.0
0,40812630.0,THE LOEB BOATHOUSE CENTRAL PARK,,,-2.0
0,50040533.0,CHELSEA CREAMLINE,,,-2.0
0,50034094.0,BROTHERS BAKERY CAFE,,,-2.0
0,41649377.0,"DUNKIN' DONUTS, HUDSON NEWS",,,-2.0
0,41559999.0,DARKHORSE,,,-2.0
0,40363685.0,BERKELEY,,,-2.0
0,50063129.0,PUBLIC ARTS,,,-2.0
0,41356747.0,LINCOLN PARK BAR & GRILL,,,-2.0
0,50045727.0,LENWICH,,,-2.0
0,50000832.0,AMC THEATRES,,,-2.0
0,50011049.0,LIGHTHOUSE FISHMARKET,,,-2.0
0,50055081.0,ANDAZ 5TH AVENUE,,,-2.0
0,41138977.0,PERRINE,,,-2.0
0,50058919.0,CHARLIE PALMER STEAK NEW YORK,,,-2.0
0,50001622.0,EARL'S BEER & CHEESE,,,-2.0
0,41640927.0,WOODROWS,,,-2.0
0,40379890.0,O'HARA'S,,,-2.0
0,41100350.0,EMPLOYEE'S ONLY,,,-2.0
0,50016770.0,THE MILTON,,,-2.0
0,50039396.0,SUGAR FACTORY MEATPACKING,,,-2.0
0,41458001.0,DIXON PLACE,,,-2.0
0,41427678.0,SHERATON NEW YORK HOTEL & TOWERS,,,-2.0
0,50043979.0,PFIZER CAFE,,,-2.0
0,41238209.0,TOWER'S CAFE,,,-2.0
0,40948625.0,SUMMER GARDEN,,,-2.0
0,50040782.0,SUBWAY INN,,,-2.0
0,50047825.0,L'AMICO/THE VINE,,,-2.0
0,41172740.0,MORGAN LIBRARY,,,-2.0
0,50037442.0,WEST END HALL BEER GARDEN,,,-2.0
0,40585860.0,N.Y. LIFE EXECUTIVE DINING ROOM .,,,-2.0
0,50044736.0,GEBHARD'S BEER CULTURE,,,-2.0
0,50044252.0,OPEN MARKET,,,-2.0
0,50047860.0,EMPIRE STEAK HOUSE,,,-2.0
0,40689838.0,SMOKE,,,-2.0
0,40536599.0,OLIVE TREE,,,-2.0
0,40574293.0,LA BONBONNIERE,,,-2.0
0,41007946.0,FRAMES BOWLING LOUNGE,,,-2.0
0,40395723.0,OLYMPIC FLAME DINER,,,-2.0
0,41629513.0,PRET A MANGER,,,-2.0
0,41674628.0,MANHATTAN PROPER,,,-2.0
0,50035825.0,BOOTS AND SADDLE,,,-2.0
0,41304210.0,TOMPKINS SQUARE BAR,,,-2.0
0,50003258.0,DURDEN,,,-2.0
0,41428049.0,THE ARCHIVE,,,-2.0
0,41222832.0,BROADWAY COMEDY CLUB,,,-2.0
0,40661616.0,SESSION 73,,,-2.0
0,40866977.0,CAFE MAE MAE,,,-2.0
0,50075050.0,SMILE TO GO,,,-2.0
0,40367338.0,TAP ROOM,,,-2.0
0,40710515.0,C.U.N.Y CAFE,,,-2.0
0,50064208.0,THE NOLITAN HOTEL,,,-2.0
0,41445748.0,GRAND CAFE (Metropolitan Hospital),,,-2.0
0,41144024.0,RIDGEWAY DINER,,,-2.0
0,41628876.0,THE GREEN DOOR,,,-2.0
0,41433469.0,THE CAPITAL GRILLE,,,-2.0
0,50058659.0,JOJO'S PHILOSOPHY,,,-2.0
0,40838693.0,BUBBY'S,,,-2.0
0,40615828.0,THE BOWERY BALLROOM,,,-2.0
0,50077574.0,BARE BURGER,,,-2.0
0,40755722.0,DAVE'S TAVERN,,,-2.0
0,50045111.0,MADISON CLUB,,,-2.0
0,50034730.0,TURNTABLE 5060,,,-2.0
0,50000233.0,PALM COURT,,,-2.0
0,50047147.0,FAIRFAX,,,-2.0
0,41246004.0,FLEX MUSSELS,,,-2.0
0,41240455.0,HAMPTON INN,,,-2.0
0,50012532.0,KRUSH,,,-2.0
0,50002356.0,Fairfield Inn & Suites,,,-2.0
0,50003400.0,THE CHESTER,,,-2.0
0,40781636.0,ESSEX,,,-2.0
0,40720858.0,PIER SIXTY ONE-THE LIGHTHOUSE,,,-2.0
0,41404053.0,GLASS HOUSE TAVERN,,,-2.0
0,50040258.0,OPEN KITCHEN,,,-2.0
0,41623532.0,MILLENIUM HILTON,,,-2.0
0,41570719.0,CHICKPEA,,,-2.0
0,50009500.0,HIGH LINE HOTEL,,,-2.0
0,41143058.0,THE ROOSEVELT HOTEL,,,-2.0
0,41246951.0,P.J. CLARKE'S,,,-2.0
0,41398232.0,VIP CLUB,,,-2.0
0,50041853.0,THE LITTLE BEET,,,-2.0
0,50073454.0,THE SOUND BITE,,,-2.0
0,40386570.0,CUBBYHOLE,,,-2.0
0,40929887.0,JIMMYS AMERICAN GRILL & BAR,,,-2.0
0,41011581.0,WOGIES,,,-2.0
0,41629167.0,HAIR OF THE DOG,,,-2.0
0,50002514.0,SHAKE SHACK,,,-2.0
0,41410290.0,THE IRON HORSE,,,-2.0
0,40623604.0,GOOD ENOUGH TO EAT (A.G. BISTRO),,,-2.0
0,40366396.0,DESMOND'S TAVERN,,,-2.0
0,40879243.0,"HYATT, NY CENTRAL, ROOM SERVICE",,,-2.0
0,50037583.0,SID GOLD'S REQUEST ROOM,,,-2.0
0,50045349.0,MCDONALDS RESTAURANT,,,-2.0
0,50083186.0,ROCKEFELLER UNIVERSITY - EMPLOYEE DINING,,,-2.0
0,41087075.0,BETWEEN THE BREAD,,,-2.0
0,40606806.0,THE RAIL LINE DINER,,,-2.0
0,50042162.0,MILE 17,,,-2.0
0,41681319.0,DUCKS EATERY,,,-2.0
0,50049008.0,TABLETIME,,,-2.0
0,50014272.0,CAFE 55,,,-2.0
0,40646987.0,YURA & COMPANY ON MADISON,,,-2.0
0,41042416.0,CITY CINEMAS 123,,,-2.0
0,41642640.0,TIME WARNER EXECUTIVE DINING ROOM,,,-2.0
0,50059980.0,OSCAR WILDE'S,,,-2.0
0,41721673.0,CRAZY ANNIE'S,,,-2.0
0,40852659.0,CHELSEA SQUARE RESTAURANT,,,-2.0
0,41454101.0,FRESCO 57,,,-2.0
0,50057297.0,BLACK BURGER/ POKE BOWL/ 5 BOROUGHS PIZZA,,,-2.0
0,50050961.0,UNION FARE,,,-2.0
0,41624133.0,TRIBECA TAPHOUSE,,,-2.0
0,41144043.0,JIMBO'S HAMBURGER PALACE,,,-2.0
0,41097286.0,THREE STAR DINER,,,-2.0
0,50039368.0,GOOD NIGHT SONNY,,,-2.0
0,41351226.0,HUGHES TAVERN,,,-2.0
0,41325827.0,CAFE,,,-2.0
0,50010278.0,Rochelle's/205 CLUB,,,-2.0
0,50055913.0,TIVOLI CAFE,,,-2.0
0,50068126.0,OLD ROSE,,,-2.0
0,41272855.0,BOBO RESTAURANT,,,-2.0
0,41629881.0,BAREBURGER,,,-2.0
0,40383511.0,BRANDY'S PIANO BAR,,,-2.0
0,40394762.0,CAROLINE'S ON BROADWAY,,,-2.0
0,50038175.0,LENZ'S,,,-2.0
0,50000479.0,IFC CENTER,,,-2.0
0,50002655.0,AU BON PAIN,,,-2.0
0,41570719.0,CHICKPEA,,,-2.0
0,50002713.0,TARTINERY (THE PLAZA SHOPS),,,-2.0
0,50042664.0,MR PURPLE,,,-2.0
0,41627819.0,JACOB'S PICKLES,,,-2.0
0,41114768.0,PUFFY'S TAVERN,,,-2.0
0,41706939.0,SNAFU 28,,,-2.0
0,40920992.0,GATSBY'S,,,-2.0
0,40561340.0,SUGAR BAR,,,-2.0
0,40483597.0,RICHARD ROGERS THEATRE,,,-2.0
0,50047006.0,ALMANAK/THE BAR,,,-2.0
0,40561040.0,ARTHUR'S TAVERN,,,-2.0
0,40723269.0,PEASANT,,,-2.0
0,41287253.0,NORWOOD,,,-2.0
0,41424528.0,NEW YORK STOCK EXCHANGE,,,-2.0
0,41416781.0,RYEHOUSE,,,-2.0
0,41452898.0,TIAA-CREF CAFETERIA,,,-2.0
0,41134842.0,THE GARRET EAST,,,-2.0
0,41605861.0,PIER 25 SNACK BAR,,,-2.0
0,50058559.0,PRET A MANGER,,,-2.0
0,50046316.0,SEAN'S BAR & KITCHEN,,,-2.0
0,41144024.0,RIDGEWAY DINER,,,-2.0
0,40988630.0,REVISION,,,-2.0
0,41011887.0,THE CITY BAKERY,,,-2.0
0,41215525.0,PORTER HOUSE BAR & GRILL,,,-2.0
0,41505301.0,SOCIETY BILLARDS AND BAR,,,-2.0
0,40563041.0,RAY'S CANDY STORE,,,-2.0
0,40402398.0,FRIARS NATIONAL ASSOC.,,,-2.0
0,50056104.0,RGA CAFE & COFFEE BAR,,,-2.0
0,41009410.0,M1-5,,,-2.0
0,41546775.0,MURPHY'S TAVERN,,,-2.0
0,50035574.0,BREAD & BUTTER,,,-2.0
0,50005331.0,Vivid Cabaret,,,-2.0
0,41705474.0,DRAUGHT 55 BAR & KITCHEN,,,-2.0
0,50057998.0,OLYMPIA DELI & JUICE,,,-2.0
0,41215525.0,PORTER HOUSE BAR & GRILL,,,-2.0
0,40394176.0,MOONSTRUCK EAST,,,-2.0
0,50046954.0,SHAKE SHACK,,,-2.0
0,40824644.0,MERCURY BAR,,,-2.0
0,40863010.0,WASHINGTON SQUARE DINER,,,-2.0
0,40372466.0,MURALS ON 54/RANDOLPH'S,,,-2.0
0,40538563.0,FOUR SEASONS HOTEL,,,-2.0
0,40368824.0,DOUBLES CLUB,,,-2.0
0,40957761.0,FLATIRON LOUNGE,,,-2.0
0,41478393.0,THE DISTILLERY,,,-2.0
0,50032852.0,DAILY BAGEL,,,-2.0
0,40389807.0,CHAMP GOURMET,,,-2.0
0,40942152.0,CROTON RESERVOIR TAVERN,,,-2.0
0,40693544.0,BELASCO THEATRE,,,-2.0
0,50000150.0,TASZO COFFEE,,,-2.0
0,50018324.0,SHELLEY'S KITCHEN,,,-2.0
0,50056401.0,DIG INN,,,-2.0
0,41230012.0,SUNFLOWER DINER,,,-2.0
0,50074093.0,RESTAURANT AT HGU,,,-2.0
0,41304210.0,TOMPKINS SQUARE BAR,,,-2.0
0,50071467.0,TGA NYC,,,-2.0
0,50015535.0,STEINBERG CENTER(JODI'S LOUNGE),,,-2.0
0,41582631.0,TINY'S AND THE BAR UPSTAIRS,,,-2.0
0,50057062.0,MUSE PAINTBAR,,,-2.0
0,41432588.0,TOASTIES,,,-2.0
0,50001713.0,"BRASSIERIE 1605/BROADWAY 49 BAR & LOUNGE (MAIN KITCHEN), GRIND & CO",,,-2.0
0,40383511.0,BRANDY'S PIANO BAR,,,-2.0
0,50060139.0,SATIN DOLLS,,,-2.0
0,41640818.0,RED OLIVE,,,-2.0
0,50033802.0,ONE WORLD OBSERVATORY,,,-2.0
0,41507901.0,THE LIVING ROOM,,,-2.0
0,50011154.0,SMITHFIELD HALL,,,-2.0
0,50000853.0,TASTY DELI,,,-2.0
0,41546986.0,BEDLAM,,,-2.0
0,50047690.0,KIRSH BAKERY AND KITCHEN,,,-2.0
0,40646372.0,BAR NONE,,,-2.0
0,50003258.0,DURDEN,,,-2.0
0,40920992.0,GATSBY'S,,,-2.0
0,41151907.0,THE BACK ROOM,,,-2.0
0,41576490.0,SILO CAFE,,,-2.0
0,41026496.0,RUBY'S & LITTLE RUBY'S,,,-2.0
0,50043885.0,BOTTOMS UP/VODKA SODA,,,-2.0
0,50005732.0,SNACK BAR,,,-2.0
0,40812630.0,THE LOEB BOATHOUSE CENTRAL PARK,,,-2.0
0,50000150.0,TASZO COFFEE,,,-2.0
0,40585966.0,GUY & GALLARD,,,-2.0
0,40623604.0,GOOD ENOUGH TO EAT (A.G. BISTRO),,,-2.0
0,50003229.0,ANDY'S CAFETERIA (HPD BUILDING),,,-2.0
0,41584113.0,LCL BAR AND KITCHEN,,,-2.0
0,40912868.0,COSI,,,-2.0
0,50066245.0,BREAD & BUTTER,,,-1.0
0,41035387.0,BAR VELOCE,,,-2.0
0,41117739.0,COSMIC DINER,,,-2.0
0,50056941.0,COARSE NYC,,,-2.0
0,50005881.0,LILLY O'BRIENS,,,-2.0
0,41251040.0,THE BOILER ROOM,,,-2.0
0,41010433.0,LONDEL'S SUPPER CLUB,,,-2.0
0,50002205.0,PARK CENTRAL HOTEL KITCHEN,,,-2.0
0,41444184.0,THE AINSWORTH,,,-2.0
0,50001381.0,FLATIRON HALL,,,-2.0
0,41337804.0,JUST LORRAINE'S PLACE,,,-2.0
0,50064463.0,MARTY'S V BURGER,,,-2.0
0,41481394.0,GRAMERCY GRILL,,,-2.0
0,41448651.0,AMITY HALL,,,-2.0
0,40402717.0,THE WEBSTER APARTMENTS,,,-2.0
0,41515513.0,PARK AVENUE WINTER,,,-2.0
0,40386570.0,CUBBYHOLE,,,-2.0
0,40384340.0,FRIEND OF A FARMER,,,-2.0
0,50048586.0,BILL'S NEW YORK CITY,,,-2.0
0,50048146.0,INTERCONTINENTAL BARCLAY -  LOBBY   RESTAURANT,,,-2.0
0,40538565.0,FOUR SEASONS HOTEL,,,-2.0
0,41216183.0,TRADER'S EXPRESS DELI,,,-2.0
0,41711813.0,BEDFORD FALLS,,,-2.0
0,50045154.0,RIU PLAZA (Fashion Bar & Kitchen/Grab & Go),,,-2.0
0,50012014.0,KENNEDY CHICKEN & PIZZA,,,-2.0
0,41601611.0,LEFT BANK,,,-2.0
0,41710873.0,BOULEVARD BISTRO,,,-2.0
0,41475992.0,THE CROOKED KNIFE,,,-2.0
0,50038614.0,HAYMAKER BAR & KITCHEN,,,-2.0
0,40591202.0,WESTEND LOUNGE,,,-2.0
0,40994918.0,KEY BAR,,,-2.0
0,40378579.0,ANDREWS COFFEE SHOP,,,-2.0
0,40654823.0,BLONDIES,,,-2.0
0,40511155.0,THE GINGER MAN,,,-1.0
0,50053413.0,EAST SIDE DINER,,,-1.0
0,50074960.0,MONK MCGINNS,,,-1.0
0,50034756.0,THE LATE LATE,,,-1.0
0,41705474.0,DRAUGHT 55 BAR & KITCHEN,,,-1.0
0,40928483.0,RICE TO RICHES,,,-1.0
0,41681319.0,DUCKS EATERY,,,-1.0
0,40368318.0,MAGGIES PLACE,,,-1.0
0,50067719.0,THE ATTIC,,,-1.0
0,50052865.0,PRINTERS ALLEY,,,-1.0
0,40514147.0,CREATIVE EDGE CATERERS,,,-1.0
0,41139255.0,HUDSON FOOD COURT,,,-1.0
0,41164678.0,NIOS RESTAURANT,,,-1.0
0,50011154.0,SMITHFIELD HALL,,,-2.0
0,41497493.0,EDDY'S EATS,,,-2.0
0,50018085.0,EARTH CAFE,,,-2.0
0,40645039.0,TOWNHOUSE DINER,,,-2.0
0,41275704.0,COVINGTON & BURLING,,,-2.0
0,41515513.0,PARK AVENUE WINTER,,,-2.0
0,40654823.0,BLONDIES,,,-2.0
0,50068152.0,NEW YORK HILTON / BANQUET KITCHEN,,,-2.0
0,50005331.0,Vivid Cabaret,,,-2.0
0,41073979.0,CLOCK WORK,,,-2.0
0,41186217.0,THE LITTLE OWL,,,-2.0
0,41266591.0,MCGARRY'S,,,-2.0
0,50042550.0,GLOBAL KITCHEN,,,-2.0
0,41351011.0,CABRINI 181,,,-2.0
0,50070271.0,HOLD FAST,,,-2.0
0,40829150.0,SOCIETY OF ILLUSTRATORS,,,-2.0
0,41674628.0,MANHATTAN PROPER,,,-2.0
0,41147516.0,BLENHEIM,,,-2.0
0,40997115.0,CITI EMPLOYEE CAFETERIA,,,-2.0
0,50034689.0,CAMBRIA HOTELS & SUITES NEW YORK-CHELSEA,,,-2.0
0,50047801.0,SUNFLOWER CAFE,,,-2.0
0,50014333.0,FOODBELLA,,,-2.0
0,41351549.0,67 ORANGE STREET,,,-2.0
0,40654823.0,BLONDIES,,,-2.0
0,41699964.0,THE SEA FIRE GRILL,,,-2.0
0,50043009.0,MOMOFUKU,,,-2.0
0,41325827.0,CAFE,,,-2.0
0,41152741.0,BEACH CAFE,,,-2.0
0,50055665.0,ANN INC CAFE,,,-2.0
0,41004133.0,PRIMO CAPPUCCINO,,,-2.0
0,41706182.0,PICK-A-BAGEL/DUMPLING ROOM,,,-2.0
0,41447596.0,BLUE & GOLD DELI,,,-2.0
0,41698003.0,EAST VILLAGE SOCIAL,,,-2.0
0,50060258.0,HOLE IN THE WALL,,,-2.0
0,50017605.0,ZONI CAFE,,,-2.0
0,40604004.0,WRAP N RUN GRILL,,,-2.0
0,50001628.0,FLAT TOP,,,-2.0
0,50009921.0,HESTIA MARKETPLACE,,,-2.0
0,40810784.0,BARRAGE,,,-2.0
0,41711730.0,PETER CALLAHAN CATERING,,,-2.0
0,41230012.0,SUNFLOWER DINER,,,-2.0
0,50033845.0,DIMES,,,-2.0
0,41277451.0,MARKET TABLE,,,-2.0
0,40830563.0,HEARTLAND BREWERY,,,-2.0
0,50055081.0,ANDAZ 5TH AVENUE,,,-2.0
0,41272855.0,BOBO RESTAURANT,,,-2.0
0,50018594.0,THE SPOTTED OWL,,,-2.0
0,50009512.0,THE EDDY,,,-2.0
0,50008145.0,MIGHTY QUINN'S BBQ,,,-1.0
0,50008145.0,MIGHTY QUINN'S BBQ,Mighty Quinn’s Barbeque,83.0,,2018-11-19 13:16:17.202723
0,40550666.0,LITE DELIGHTS,Lite Delights,100.0,,2018-11-19 13:16:53.215345
0,41454101.0,FRESCO 57,Fresco 57,100.0,,2018-11-19 13:17:33.708869
0,40378874.0,TERRA BLUES,Terra Blues,100.0,,2018-11-19 13:37:08.769328
0,40572098.0,THE SPRING LOUNGE,The Spring Lounge,100.0,,2018-11-19 13:38:17.476277
0,50043879.0,VANDAL,Vandal,100.0,,2018-11-19 13:39:32.369383
0,40365871.0,NEARY'S PUB,Neary’s,67.0,,2018-11-19 13:40:04.682736
0,40723644.0,TEN DEGREES,Ten Degrees Bar,85.0,,2018-11-19 13:41:16.599593
0,40732696.0,GIACOMO FINE FOODS,Giacomo Fine Foods,100.0,,2018-11-19 13:47:42.233285
0,41538728.0,BOWLMOR LANE,Bowlmor Chelsea Piers,67.0,,2018-11-19 13:48:47.603899
0,41390998.0,CAFE OLYMPIA,Cafe Olympia,100.0,,2018-11-19 13:49:36.747558
0,40812630.0,THE LOEB BOATHOUSE CENTRAL PARK,The Loeb Boathouse,73.0,,2018-11-19 13:50:40.768288
0,50040533.0,CHELSEA CREAMLINE,Creamline,69.0,,2018-11-19 13:51:49.249507
0,50034094.0,BROTHERS BAKERY CAFE,Brother’s Bakery Cafe,98.0,,2018-11-19 14:05:38.189278
0,41649377.0,"DUNKIN' DONUTS, HUDSON NEWS",Dunkin’ Donuts,63.0,,2018-11-19 14:05:53.393455
0,41559999.0,DARKHORSE,Dark Horse,95.0,,2018-11-19 14:07:14.134176
0,41356747.0,LINCOLN PARK BAR & GRILL,Lincoln Park Grill,86.0,,2018-11-19 14:11:04.920933
0,50045727.0,LENWICH,Lenwich,100.0,,2018-11-19 14:12:02.528017
0,50000832.0,AMC THEATRES,AMC 84th Street 6,62.0,,2018-11-19 14:13:13.087782
0,50011049.0,LIGHTHOUSE FISHMARKET,Lighthouse Fish Market & Restaurant,75.0,,2018-11-19 14:14:18.878562
0,50055081.0,ANDAZ 5TH AVENUE,Andaz 5th Avenue-a concept by Hyatt,63.0,,2018-11-19 14:15:28.082230
0,41100350.0,EMPLOYEE'S ONLY,Employees Only,97.0,,2018-11-19 14:19:40.516786
0,50016770.0,THE MILTON,The Milton,100.0,,2018-11-19 14:20:51.159852
0,50039396.0,SUGAR FACTORY MEATPACKING,Sugar Factory,68.0,,2018-11-19 14:22:09.583452
0,50043979.0,PFIZER CAFE,,,-2.0
0,41238209.0,TOWER'S CAFE,,,-2.0
0,40948625.0,SUMMER GARDEN,,,-2.0
0,50040782.0,SUBWAY INN,,,-2.0
