,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Tom T.,"Forest Hills, NY",12,1474,63,5.0,10/11/2016,"Went to the headquarters for the post NYCC author's coffee klatch.  The staff was very nice and helpful, though the front desk staff seemed a little confused as to the start time of the event.  Also, we were required to sign in, but if you were there when the group went up, you could've easily snuck in.  If you go to an author signing, get there early, as they run out of books for the more popular people!",,,
1,Shila B.,"Vancouver, Canada",179,12390,733,5.0,3/19/2016,"These guys are responsible for some of my best literary childhood memories, therefore, I wanted to work with them on a person project for my own publishing. The presentation and the meeting was well presented and professional, however, I went with another company in the end due to publishing benefits. I am huge on communication which is where these guys scored heavy points with me.",1,,
