,accepts credit cards,accepts bitcoin,accepts insurance,accepts apple pay,alcohol,by appointment only,caters,coat check,delivery,dogs allowed,hair types specialized in,happy hour,has tv,outdoor seating,parking,bike parking,smoking allowed,take-out,takes reservations,drive-thru,waiter service,wheelchair accessible,wi-fi,opened 24hrs,gender neutral restrooms,ambience,attire,best nights,good for dancing,good for groups,good for kids,good for,music,noise level,price range,has pool table,price_range,health_score,overall_rating,overall_reviews,restaurant_link
50066902,Yes,,,No,,,,,,,,,,,,,,,,,,,Free,,,,,,,,,,,,,,Moderate,,4,118,https://www.yelp.com/biz/hilton-garden-inn-new-york-tribeca-new-york-2?start=0
40399910,Yes,,,No,Full Bar,,,,,,,,Yes,No,Street,Yes,,,,,,,Free,,Yes,Divey,,"Tue, Fri, Sat",Yes,Yes,,,DJ,Average,,No,Inexpensive,A,3.5,134,https://www.yelp.com/biz/pieces-new-york-2?start=0
40966076,Yes,,,No,Full Bar,,,No,,,,Yes,No,No,Street,Yes,,,No,,,,No,,Yes,Divey,,"Wed, Thu, Sun",No,Yes,,,Juke Box,Loud,,Yes,Inexpensive,A,3.5,328,https://www.yelp.com/biz/welcome-to-the-johnsons-new-york?start=0
40592566,Yes,No,,No,,No,,,,,"Asian Hair, Curly Hair, Extensions, Coloring, Kids' Hair",,,,Street,Yes,,,,,,No,,,,,,,,,Yes,,,,,,Moderate,,4.5,35,https://www.yelp.com/biz/fred-new-york-4?start=0
40724274,Yes,,,No,Full Bar,,Yes,,No,,,,Yes,Yes,Street,No,,Yes,Yes,No,,,Free,,,Casual,Casual,,,Yes,No,Lunch,,Average,,No,$11-30,A,3,160,https://www.yelp.com/biz/the-wheeltapper-pub-new-york?start=0
50083579,Yes,No,,No,Beer & Wine Only,,No,,No,,,,Yes,,,No,,Yes,No,,No,Yes,,,Yes,,,,,,,,,,,,,,4,24,https://www.yelp.com/biz/shake-shack-new-york-58?start=0
41566492,Yes,,,,No,,No,,No,,,,No,No,,No,,Yes,No,,,,No,,,Casual,Casual,,,No,Yes,"Breakfast, Lunch",,Average,,,Under $10,A,2.5,16,https://www.yelp.com/biz/au-bon-pain-new-york-50?start=0
41571350,Yes,,,,,,,,,,,,,,,,,,,,,,Free,,Yes,,,,,,,,,,,,Pricey,,4.5,118,https://www.yelp.com/biz/the-pearl-hotel-new-york?start=0
41102997,Yes,No,,Yes,Full Bar,No,,,,,,,Yes,No,Street,No,,,Yes,,,,Free,,,Trendy,,"Thu, Fri, Sat",Yes,Yes,,,DJ,Loud,,No,Moderate,A,2.5,410,https://www.yelp.com/biz/taj-lounge-new-york?start=0
50013681,Yes,,,No,Full Bar,,No,,No,No,,,No,No,Street,Yes,,No,Yes,,Yes,Yes,Free,,,"Classy, Upscale",Dressy,,,Yes,No,Dinner,,Average,,,Above $61,A,4.5,2643,https://www.yelp.com/biz/gramercy-tavern-new-york?start=0
50000880,Yes,,,Yes,Full Bar,,Yes,,Yes,,,,Yes,No,Street,No,,Yes,Yes,,,,No,,Yes,Trendy,Casual,"Thu, Fri, Sat",No,Yes,No,"Brunch, Lunch, Dinner",,Average,,No,$11-30,A,4,1132,https://www.yelp.com/biz/parker-and-quinn-new-york?start=0
40988754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,https://www.yelp.com/biz/union-bank-of-switzerland-teaneck?start=0
40386556,Yes,,,No,Beer & Wine Only,,No,,Yes,,,,No,No,Street,Yes,,Yes,No,,Yes,,No,,Yes,Casual,,,,Yes,Yes,"Breakfast, Brunch, Lunch, Dinner",,Average,,,$11-30,A,2.5,173,https://www.yelp.com/biz/westside-restaurant-new-york?start=0
41498521,Yes,,,No,Full Bar,,Yes,Yes,No,No,,Yes,Yes,No,"Garage, Street",Yes,,Yes,Yes,,Yes,Yes,Free,,Yes,,Casual,"Thu, Fri, Sat",Yes,Yes,No,Dinner,Live,Very Loud,,No,$31-60,A,4,224,https://www.yelp.com/biz/sushi-roxx-new-york?start=0
40375839,Yes,,,No,Beer & Wine Only,,No,,Yes,,,,Yes,No,Street,Yes,,Yes,No,No,Yes,,No,,,Casual,,,,Yes,Yes,"Breakfast, Late Night",,Average,,,$11-30,A,3,391,https://www.yelp.com/biz/cozy-soup-n-burger-new-york?start=0
41140991,Yes,No,,Yes,Full Bar,,Yes,,No,,,,No,No,,Yes,,No,Yes,,,,No,,,"Classy, Upscale",Dressy,,,Yes,No,,,Average,,,Above $61,,3.5,96,https://www.yelp.com/biz/cipriani-new-york-2?start=0
50051534,Yes,,,No,Full Bar,,No,,No,No,,,No,No,Street,Yes,,No,Yes,,Yes,Yes,Free,,,"Classy, Upscale",Dressy,,,Yes,No,Dinner,,Average,,,Above $61,A,4.5,2643,https://www.yelp.com/biz/gramercy-tavern-new-york?start=0
41116011,Yes,,,,No,,,,Yes,,,,No,No,,No,,Yes,No,,,,,,,,,,,Yes,Yes,,,Average,,,Under $10,A,2.5,32,https://www.yelp.com/biz/cafe-plaza-deli-new-york?start=0
41460700,Yes,,,No,Full Bar,,Yes,,Yes,,,,Yes,No,Street,No,,Yes,Yes,,,,Free,,,Casual,Casual,"Thu, Fri, Sat",No,Yes,No,"Lunch, Late Night",,Average,,No,$11-30,A,3.5,162,https://www.yelp.com/biz/pig-n-whistle-new-york-11?start=0
41618158,Yes,,,No,,,No,,,,,,,No,Street,Yes,,Yes,,,,,Free,,,,,,,,,,,,,,Moderate,A,4,71,https://www.yelp.com/biz/stone-street-coffee-company-manhattan?start=0
50049229,Yes,No,,No,No,,Yes,,Yes,No,,,No,No,Street,Yes,,Yes,No,,,,No,,,Casual,,,,Yes,Yes,"Breakfast, Lunch",,Average,,,Under $10,A,3,105,https://www.yelp.com/biz/lenwich-new-york-13?start=0
41116590,Yes,,,,Full Bar,,,,,,,,No,Yes,Street,Yes,,,No,,,,,,,"Intimate, Romantic",,,,No,,,Background,Quiet,,No,Moderate,A,4.5,135,https://www.yelp.com/biz/sunita-bar-new-york?start=0
40829514,No,No,,No,Full Bar,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,Yes,,,,No,,Yes,Casual,Casual,,,No,Yes,"Breakfast, Brunch",,Average,,,$11-30,A,4,4367,https://www.yelp.com/biz/clinton-street-baking-company-new-york-5?start=0
50078508,Yes,,,,,,,,No,,,No,No,Yes,,,,No,Yes,,,,Free,,,"Hipster, Casual",Dressy,,No,Yes,No,,,,,,$31-60,P,3,148,https://www.yelp.com/biz/gitano-nyc-new-york-2?start=0
50034275,Yes,,,No,Full Bar,,,,,,,,Yes,Yes,Street,Yes,,,No,,,,Free,,,Casual,,,,Yes,,,,Average,,No,Moderate,A,3.5,435,https://www.yelp.com/biz/d-b-a-new-york-2?start=0
41640556,Yes,,,Yes,Full Bar,,,,,,,Yes,Yes,Yes,Street,Yes,,,Yes,,,,No,,Yes,Trendy,,"Thu, Fri, Sat",Yes,Yes,,,DJ,Average,,No,Moderate,C,3.5,236,https://www.yelp.com/biz/cove-lounge-new-york?start=0
50059751,Yes,No,,No,No,,Yes,,Yes,No,,,No,No,Street,No,,Yes,No,,No,Yes,Free,,,"Casual, Trendy",Casual,,,Yes,Yes,"Breakfast, Brunch, Lunch",,Quiet,,,$11-30,A,4,118,https://www.yelp.com/biz/wattle-cafe-new-york?start=0
41583726,Yes,,,Yes,No,,Yes,,No,,,,No,No,,Yes,,Yes,No,,,,Free,,Yes,Casual,,,,Yes,Yes,"Breakfast, Lunch",,Average,,,Under $10,A,3.5,76,https://www.yelp.com/biz/pret-a-manger-new-york-50?start=0
50055081,Yes,,,No,,,,,,,,,,,,,,,,,,,Free,,Yes,,,,,,,,,,,,Pricey,A,4,221,https://www.yelp.com/biz/andaz-5th-avenue-a-concept-by-hyatt-new-york?start=0
41444809,Yes,No,,No,Full Bar,,No,No,No,No,,No,No,No,"Valet, Garage",No,,No,Yes,,Yes,Yes,No,,,Romantic,Dressy,"Thu, Fri, Sat",No,Yes,No,Dinner,,Average,,No,Above $61,A,3,917,https://www.yelp.com/biz/the-view-restaurant-and-lounge-new-york?start=0
50013823,Yes,,,No,Full Bar,,,No,,,,No,No,No,Street,No,,,No,,,,Free,,Yes,Hipster,,"Thu, Fri, Sat",Yes,Yes,,,DJ,Loud,,Yes,Inexpensive,A,3.5,49,https://www.yelp.com/biz/max-fish-new-york-2?start=0
40938961,Yes,,,No,Full Bar,,,,,,,,No,No,Street,Yes,,,,,,,,,,Trendy,,"Thu, Fri, Sat",,Yes,,,DJ,Very Loud,,,Pricey,A,3,566,https://www.yelp.com/biz/cielo-new-york?start=0
41471964,Yes,,,,Full Bar,,No,,Yes,,,,No,No,Street,Yes,,Yes,No,,,,Free,,,"Casual, Intimate, Romantic",Casual,,No,Yes,No,"Dinner, Late Night",,Average,,,$11-30,A,4,108,https://www.yelp.com/biz/the-drunken-horse-new-york?start=0
50049009,Yes,,,,,,,,,,,,,,Street,No,,,,,,,,,,,,,,,,,,,,,Pricey,,4,23,https://www.yelp.com/biz/coach-new-york-4?start=0
41640846,Yes,No,,No,Full Bar,,Yes,,No,Yes,,No,Yes,Yes,"Garage, Street",Yes,,Yes,Yes,,Yes,Yes,Free,,Yes,Casual,Casual,,,Yes,No,Dinner,,Average,,,$11-30,A,3.5,49,https://www.yelp.com/biz/randolph-beer-brooklyn-7?start=0
40483602,,,,,,Yes,,,,No,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,,,A,4,209,https://www.yelp.com/biz/new-world-stages-new-york?start=0
50003078,Yes,No,,No,Full Bar,,,Yes,,No,,No,No,Yes,Garage,No,,,Yes,,,Yes,No,,Yes,"Trendy, Upscale",,"Wed, Fri, Sat",No,Yes,,,,Average,,No,Pricey,A,3,189,https://www.yelp.com/biz/the-roof-new-york-2?start=0
41637125,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,A,4,64,https://www.yelp.com/biz/havens-kitchen-new-york-2?start=0
40998515,Yes,No,,No,Full Bar,,No,,Yes,,,,No,Yes,Street,Yes,,No,Yes,,,,No,,Yes,,Casual,,,Yes,No,Dinner,,Average,,,$31-60,A,4,662,https://www.yelp.com/biz/hearth-new-york?start=0
40402788,Yes,,,No,No,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,No,,,,No,,Yes,Casual,Casual,,,Yes,Yes,"Breakfast, Brunch, Lunch, Dinner",,Average,,,$11-30,A,3.5,256,https://www.yelp.com/biz/corner-cafe-and-bakery-new-york-3?start=0
41530089,Yes,No,,No,Full Bar,,No,,No,,,,Yes,No,Street,No,,Yes,Yes,,,,Free,,Yes,Casual,Casual,"Thu, Fri, Sat",,Yes,No,Late Night,,Average,,No,$11-30,A,3.5,226,https://www.yelp.com/biz/the-brooklyneer-new-york?start=0
50012615,Yes,,,No,,,,,,,,,,,,,,,,,,,Free,,,,,,,,,,,,,,Ultra High-End,A,4.5,114,https://www.yelp.com/biz/the-park-hyatt-new-york-new-york-city?start=0
40723644,Yes,No,,No,Full Bar,,No,,No,,,Yes,Yes,No,Street,Yes,,No,Yes,,Yes,,No,,Yes,Casual,Casual,"Thu, Fri, Sat",No,Yes,No,Late Night,,Average,,,$11-30,B,4,809,https://www.yelp.com/biz/ten-degrees-bar-new-york?start=0
50017582,Yes,,,No,Full Bar,,Yes,,Yes,No,,,Yes,No,Street,No,,Yes,Yes,,Yes,Yes,Free,,,Casual,,,,Yes,Yes,"Lunch, Dinner",,Average,,,$11-30,A,3.5,446,https://www.yelp.com/biz/parm-new-york-2?start=0
50038684,Yes,No,,No,Full Bar,Yes,,No,,No,,Yes,Yes,No,Street,No,,,Yes,,,Yes,Free,,Yes,"Casual, Trendy",,"Tue, Thu, Sat",No,Yes,,,,Loud,,No,Moderate,A,3,212,https://www.yelp.com/biz/harlem-hookah-new-york-4?start=0
41538244,Yes,No,,No,Full Bar,,No,,No,,,,Yes,No,Street,No,,Yes,No,No,,,Free,,,"Divey, Casual",Casual,"Wed, Thu, Fri",No,Yes,No,"Dinner, Late Night",,Average,,No,$11-30,A,4,181,https://www.yelp.com/biz/bravest-new-york?start=0
50003400,Yes,,,Yes,Full Bar,,No,,No,,,,Yes,Yes,Street,Yes,,Yes,Yes,,,,No,,,Trendy,Casual,,,Yes,No,Dinner,,Average,,,$11-30,B,2.5,218,https://www.yelp.com/biz/the-chester-new-york?start=0
50048433,Yes,No,,No,No,,Yes,,Yes,,,,Yes,No,,No,,Yes,No,,,,,,Yes,Casual,Casual,,,No,Yes,"Breakfast, Lunch, Dessert",,Average,,,Under $10,A,3.5,209,https://www.yelp.com/biz/fluffys-cafe-and-pizzeria-new-york-2?start=0
50037044,Yes,,,No,Full Bar,,Yes,,Yes,No,,,No,No,Street,Yes,,Yes,No,,No,Yes,No,,Yes,Casual,Casual,,,No,Yes,Lunch,,Average,,,$11-30,A,3.5,483,https://www.yelp.com/biz/fuku-new-york-7?start=0
50060381,Yes,,,No,Full Bar,,Yes,,Yes,,,Yes,Yes,No,Street,Yes,,Yes,Yes,,Yes,No,Free,,Yes,Trendy,Casual,,,Yes,Yes,"Brunch, Lunch, Dinner, Dessert",,Average,,,$11-30,A,4.5,105,https://www.yelp.com/biz/marcha-cocina-east-village-new-york-2?start=0
40879245,Yes,,,Yes,,Yes,,,,No,,,,,,,,,,,,,Free,,,,,,,,,,,,,,Pricey,,3,626,https://www.yelp.com/biz/grand-hyatt-new-york-new-york?start=0
41218950,Yes,,,No,Full Bar,,,,,,,Yes,Yes,No,Street,Yes,,,No,,,No,No,,Yes,"Divey, Casual",,"Thu, Fri, Sat",,Yes,,,Juke Box,Average,,No,Inexpensive,A,3.5,272,https://www.yelp.com/biz/greenwich-treehouse-new-york?start=0
41568332,No,,,No,Full Bar,,,,,,,Yes,Yes,No,Street,Yes,,,No,,,,No,,Yes,Divey,,"Thu, Fri, Sat",,Yes,,,,Average,,Yes,Inexpensive,B,3.5,93,https://www.yelp.com/biz/the-duck-new-york?start=0
50077338,Yes,,,No,,,,,,,,,,,,,,,,,,,Free,,,,,,,,,,,,,,Pricey,A,3,96,https://www.yelp.com/biz/riu-plaza-new-york-times-square-new-york?start=0
50059675,Yes,,,Yes,Full Bar,,,Yes,No,,,,Yes,Yes,,Yes,,No,Yes,,Yes,,Free,,,,Dressy,"Wed, Thu, Fri",Yes,Yes,No,Lunch,"DJ, Background",Average,,No,$11-30,,3.5,9,https://www.yelp.com/biz/magnolia-restaurant-new-york?start=0
50036199,Yes,,,No,,,,,,Yes,,,,,,,,,,,,Yes,Free,,Yes,,,,,,,,,,,,Pricey,A,3,165,https://www.yelp.com/biz/nomo-soho-new-york-3?start=0
41670151,Yes,No,,No,Beer & Wine Only,,Yes,,Yes,No,,,No,No,Street,No,,Yes,No,,No,No,Free,,,Casual,,,,Yes,Yes,,,Average,,,$11-30,A,3,82,https://www.yelp.com/biz/caf%C3%A9-oliviero-new-york?start=0
40536280,Yes,,,No,Full Bar,,,,,,,,Yes,No,Street,No,,,No,,,,,,,Casual,,,,Yes,,,,Average,,No,Moderate,A,4,106,https://www.yelp.com/biz/trinity-pub-new-york?start=0
40750612,Yes,No,,Yes,No,,Yes,,Yes,,,,Yes,No,Street,Yes,,Yes,No,,,,No,,,,,,,Yes,Yes,Lunch,,Average,,,Under $10,A,2.5,71,https://www.yelp.com/biz/strokos-pizza-and-deli-restaurant-new-york-2?start=0
50052875,Yes,,,,No,,No,,Yes,No,,,No,No,,Yes,,Yes,No,No,Yes,,Free,,Yes,Casual,,,,Yes,Yes,"Lunch, Dinner",,Average,,,$11-30,A,3.5,88,https://www.yelp.com/biz/schnippers-new-york-9?start=0
50035825,Yes,,,No,Full Bar,,,No,,,,Yes,Yes,No,Street,Yes,,,No,,,,,,Yes,Casual,,"Thu, Sun",Yes,Yes,No,,DJ,Loud,,No,Moderate,A,3.5,49,https://www.yelp.com/biz/boots-and-saddle-new-york-2?start=0
40395093,Yes,,,No,Full Bar,,,,,,,Yes,Yes,No,Street,Yes,,,No,,,,No,,,Divey,,"Thu, Fri, Sat",,Yes,,,Juke Box,Very Loud,,No,Inexpensive,A,2.5,210,https://www.yelp.com/biz/coyote-ugly-new-york?start=0
40399136,Yes,No,,No,Full Bar,,No,No,No,,,Yes,Yes,Yes,Street,No,,Yes,Yes,,Yes,Yes,No,,,Casual,Casual,"Wed, Thu, Sat",No,Yes,Yes,Dinner,,Loud,,No,$11-30,,3.5,317,https://www.yelp.com/biz/the-bonney-read-asbury-park-2?start=0
40513184,Yes,No,,No,Full Bar,,,No,,No,,Yes,Yes,No,Street,Yes,,,Yes,,,Yes,Free,,,Divey,,"Wed, Fri, Sat",,Yes,No,,Juke Box,Loud,,Yes,Inexpensive,A,3.5,354,https://www.yelp.com/biz/ace-bar-new-york?start=0
50034739,Yes,,,No,Full Bar,,No,No,No,,,Yes,Yes,Yes,,Yes,,Yes,No,,Yes,,No,,,Casual,Casual,"Thu, Sat, Sun",No,Yes,Yes,"Lunch, Dinner",,Average,,,$11-30,,3.5,78,https://www.yelp.com/biz/ellington-in-the-park-new-york-2?start=0
50078482,Yes,No,,No,No,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,No,,,,No,,,Casual,,,,No,Yes,"Lunch, Dinner",,Quiet,,,$11-30,A,4.5,188,https://www.yelp.com/biz/au-jus-new-york?start=0
50047392,Yes,No,,No,,,,,Yes,,,,No,No,,Yes,,Yes,No,No,,No,No,,,Casual,,,,No,No,,,,,,$11-30,A,4,50,https://www.yelp.com/biz/my-bellys-playlist-new-york-8?start=0
40401422,Yes,,,No,Full Bar,,,,,,,,Yes,No,Street,Yes,,,No,,,,Free,,,Divey,,"Mon, Wed, Sat",No,Yes,,,Juke Box,Average,,No,Inexpensive,A,4,127,https://www.yelp.com/biz/broadway-dive-bar-new-york?start=0
41538728,Yes,,,No,,,,,,No,,,,,Garage,Yes,,,,,,,,,,,,,,,Yes,,,,,,,A,3,334,https://www.yelp.com/biz/bowlmor-chelsea-piers-new-york?start=0
50001622,Yes,,,No,Beer & Wine Only,,No,,No,,,,Yes,No,Street,Yes,,Yes,No,,,,No,,Yes,Casual,Casual,"Tue, Fri, Sat",No,Yes,No,"Dinner, Late Night",,Average,,No,$11-30,A,4,560,https://www.yelp.com/biz/earls-beer-and-cheese-new-york?start=0
41447792,Yes,,,Yes,No,,Yes,,Yes,,,,No,No,Street,No,,Yes,No,,,,No,,,Casual,,,,Yes,Yes,Lunch,,Average,,,$11-30,A,3,296,https://www.yelp.com/biz/fresh-and-co-new-york-32?start=0
41071907,No,,,,No,,No,,No,,,,Yes,No,,No,,Yes,No,,,,No,,,,,,,No,Yes,,,Average,,,Under $10,A,4.5,9,https://www.yelp.com/biz/lenox-fast-food-new-york?start=0
50074809,Yes,,,No,Beer & Wine Only,,No,,Yes,,,,Yes,No,"Garage, Street",Yes,,Yes,No,No,,,No,,Yes,Casual,Casual,,,Yes,Yes,"Breakfast, Lunch",,Average,,,$11-30,A,3,145,https://www.yelp.com/biz/moonstruck-eatery-new-york-2?start=0
50000161,Yes,No,,No,Full Bar,,No,,No,,,,No,Yes,Street,Yes,,No,Yes,,,,No,,Yes,Trendy,Casual,,,Yes,No,Dinner,,Average,,,$31-60,B,3.5,398,https://www.yelp.com/biz/charlie-bird-new-york?start=0
50079704,Yes,No,,No,No,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,No,,,,No,,Yes,Casual,Casual,,,No,Yes,Lunch,,Average,,,$11-30,A,4,225,https://www.yelp.com/biz/dig-inn-new-york-15?start=0
41198338,Yes,,,No,Full Bar,,Yes,,Yes,,,,Yes,Yes,Street,Yes,,Yes,Yes,,,,Free,,Yes,Casual,Casual,,,Yes,No,Dinner,Juke Box,Average,,No,$11-30,B,4,443,https://www.yelp.com/biz/royale-new-york?start=0
50043211,Yes,,,No,,,,,,,,,,,,,,,,,,,Paid,,Yes,,,,,,,,,,,,Moderate,A,3.5,124,https://www.yelp.com/biz/the-ameritania-hotel-new-york-2?start=0
41219793,Yes,,,,Full Bar,,Yes,,Yes,,,,Yes,Yes,Street,No,,Yes,Yes,,,,No,,Yes,Casual,Casual,"Fri, Sat, Sun",Yes,Yes,No,Dinner,,Average,,No,$11-30,A,3.5,85,https://www.yelp.com/biz/monkey-room-new-york?start=0
50002623,Yes,,,,No,,No,,Yes,,,,No,No,,Yes,,Yes,No,,No,,Free,,,Casual,,,,No,No,Breakfast,,Average,,,Under $10,,4,48,https://www.yelp.com/biz/le-cafe-coffee-new-york-4?start=0
50078374,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,A,4,7,https://www.yelp.com/biz/the-greenwich-social-new-york-4?start=0
50040806,Yes,,,Yes,Beer & Wine Only,,No,,Yes,,,,No,Yes,Street,Yes,,Yes,No,,Yes,,Free,,Yes,Casual,Casual,,,No,Yes,"Breakfast, Brunch, Lunch",,Average,,,$11-30,A,4,184,https://www.yelp.com/biz/effys-kitchen-new-york-2?start=0
50018385,Yes,,,No,Full Bar,,,No,,No,,No,No,No,Street,No,,,,,,No,No,,Yes,"Trendy, Intimate",,"Thu, Fri, Sat",No,Yes,,,,Average,,No,Moderate,A,4,347,https://www.yelp.com/biz/the-up-and-up-new-york-2?start=0
41721390,Yes,,,Yes,Full Bar,,No,Yes,Yes,,,Yes,Yes,Yes,Street,Yes,,Yes,Yes,,Yes,,Free,,,Casual,Casual,"Thu, Fri, Sat",No,Yes,No,Lunch,Background,Average,,No,$11-30,A,3.5,210,https://www.yelp.com/biz/tuttles-new-york?start=0
40403579,Yes,,,No,Full Bar,,No,,No,,,Yes,Yes,No,Street,Yes,,Yes,No,,Yes,,Free,,,Casual,Casual,,,Yes,No,"Lunch, Dinner, Late Night",,Loud,,,$11-30,63 out of 100,3.5,130,https://www.yelp.com/biz/the-tap-room-massapequa-park?start=0
41443726,Yes,,,No,Full Bar,,,No,,,,Yes,Yes,No,Street,Yes,,,No,,,,No,,,Divey,,"Thu, Fri, Sat",No,Yes,,,Juke Box,Average,,No,Inexpensive,A,3.5,214,https://www.yelp.com/biz/mckennas-pub-new-york?start=0
50059916,Yes,,,No,Full Bar,,No,,No,,,,No,No,Street,No,,No,Yes,,,,No,,Yes,"Trendy, Intimate, Romantic, Classy",Casual,"Fri, Sat, Sun",No,No,No,Dinner,,Average,,No,$31-60,,3.5,170,https://www.yelp.com/biz/chumleys-new-york?start=0
41248529,Yes,,,No,Full Bar,,No,,Yes,,,Yes,Yes,Yes,Street,No,,Yes,Yes,,Yes,Yes,Free,,Yes,Casual,Casual,,,Yes,Yes,Brunch,,Average,,,$11-30,A,3,278,https://www.yelp.com/biz/route-66-bar-and-grill-new-york?start=0
41171216,Yes,,,No,Full Bar,,,,,,,Yes,Yes,No,Street,Yes,,,No,,,,,,,Casual,,"Fri, Sat, Sun",,Yes,,,,Average,,Yes,Moderate,B,3.5,123,https://www.yelp.com/biz/eastside-billiards-new-york?start=0
41621240,Yes,,,No,,,No,,,,,,,,Street,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,Moderate,A,4,150,https://www.yelp.com/biz/city-swiggers-new-york?start=0
41660386,Yes,No,,No,Full Bar,,,Yes,,No,,Yes,Yes,No,,No,,,Yes,,,Yes,Free,,Yes,"Casual, Trendy",,"Thu, Fri, Sat",Yes,Yes,,,,Average,,No,Moderate,A,2.5,53,https://www.yelp.com/biz/the-lately-new-york?start=0
41589520,Yes,,,No,,,,,,,,,,,,,,,,,,,Free,,,,,,,,,,,,,,Moderate,A,4,39,https://www.yelp.com/biz/fairfield-inn-and-suites-marriott-new-york?start=0
40746574,Yes,,,,Full Bar,,,,,,,,Yes,Yes,Street,Yes,,,No,,,,Free,,,Casual,,"Thu, Sat, Sun",,Yes,,,,Loud,,No,Moderate,A,4,261,https://www.yelp.com/biz/bar-coastal-nyc-new-york?start=0
50068152,Yes,No,,No,,,,,,,,,,,,,,,,,,,Free,,,,,,,,,,,,,,Pricey,A,2.5,658,https://www.yelp.com/biz/new-york-hilton-midtown-new-york-3?start=0
41382293,Yes,,,Yes,No,,No,,No,,,,No,No,,No,,Yes,No,,,,Free,,Yes,Casual,Casual,,,Yes,Yes,Breakfast,,Average,,,Under $10,A,4,289,https://www.yelp.com/biz/tisserie-55-new-york?start=0
50058170,Yes,No,,No,,,Yes,,,No,,,,,,No,,Yes,,,,Yes,,,Yes,,,,,,Yes,,,,,,Moderate,A,3.5,22,https://www.yelp.com/biz/green-apple-gourmet-food-new-york-5?start=0
41363184,Yes,,,No,,,No,,,No,,,,No,,No,,Yes,,,,,Free,,Yes,,,,,,,,,,,,Moderate,A,4,165,https://www.yelp.com/biz/bean-and-bean-new-york?start=0
50013879,Yes,,,No,Full Bar,,No,No,No,,,Yes,Yes,No,Street,Yes,,No,No,,,,No,,,Casual,Casual,"Thu, Fri, Sat",No,Yes,No,,,Average,,No,$11-30,,4,647,https://www.yelp.com/biz/r%C3%A9union-new-york-3?start=0
40362098,Yes,No,,No,Beer & Wine Only,,No,,Yes,No,,,No,No,Street,Yes,,Yes,No,,No,Yes,No,,,Divey,Casual,,,No,Yes,"Lunch, Dinner",,Average,,,$11-30,A,3,138,https://www.yelp.com/biz/harriets-kitchen-new-york?start=0
41183605,Yes,,,No,Full Bar,,,,,,,,Yes,No,Street,Yes,,,No,,,,Free,,Yes,Casual,,,Yes,Yes,,,,Average,,Yes,Inexpensive,A,3.5,170,https://www.yelp.com/biz/tropical-128-new-york?start=0
41530127,Yes,,,,Full Bar,,,No,,,,,No,No,,Yes,,,No,,,,,,Yes,,,,No,Yes,,,,Loud,,No,Inexpensive,A,3,13,https://www.yelp.com/biz/international-bar-new-york-2?start=0
41252214,Yes,,,,Full Bar,,,No,,,,Yes,No,No,,Yes,,,Yes,,,,No,,Yes,"Hipster, Casual, Trendy, Classy",,"Thu, Fri, Sat",Yes,Yes,,,,Average,,No,Moderate,A,4,51,https://www.yelp.com/biz/lazy-point-new-york?start=0
50044617,Yes,,,No,Beer & Wine Only,,Yes,,Yes,No,,No,No,No,Street,Yes,,Yes,No,,Yes,Yes,No,,,Casual,,,,Yes,Yes,Lunch,,Loud,,,$11-30,A,4,10167,https://www.yelp.com/biz/katzs-delicatessen-new-york?start=0
41098073,Yes,No,,No,Full Bar,,No,,No,,,,Yes,No,"Garage, Street",Yes,,Yes,Yes,,,,Free,,,Casual,Casual,"Thu, Fri, Sat",No,Yes,No,"Dinner, Late Night",,Loud,,No,$11-30,A,3.5,880,https://www.yelp.com/biz/stout-nyc-new-york?start=0
40545741,Yes,,,,Full Bar,,,,No,,,,Yes,No,,No,,No,Yes,,Yes,Yes,Free,,,,Dressy,,,Yes,No,,,Average,,,$31-60,A,4,59,https://www.yelp.com/biz/bobs-steak-and-chop-house-new-york?start=0
41576850,Yes,No,,No,Full Bar,,No,No,No,No,,Yes,Yes,No,Street,Yes,,Yes,Yes,,Yes,,Free,,Yes,Casual,Casual,"Thu, Fri, Sat",No,Yes,No,"Brunch, Lunch, Dinner",,Average,,No,$11-30,A,4,327,https://www.yelp.com/biz/west-end-bar-and-grill-new-york?start=0
40388578,Yes,,,No,Full Bar,,No,,No,,,,Yes,Yes,Street,Yes,,Yes,No,,,,Free,,,Divey,Casual,"Thu, Fri, Sat",No,Yes,No,Late Night,Juke Box,Average,,No,$11-30,A,4,420,https://www.yelp.com/biz/dive-bar-new-york-2?start=0
40396488,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,https://www.yelp.com/biz/fortuna-auction-house-new-york?start=0
41056088,Yes,No,,No,Full Bar,No,,No,,Yes,,Yes,No,Yes,Street,No,,,No,,,Yes,No,,Yes,Casual,,"Thu, Fri, Sat",,Yes,,,,Average,,No,Moderate,A,4,514,https://www.yelp.com/biz/bua-new-york?start=0
